student_id,stress_level,cognitive_performance,number sequences marks,perimeter marks,ratio marks,fractions/decimals marks,indices marks,algebra marks,angles marks,volume and capacity marks,area marks,probability marks,recommended_lesson
S00777,Low,High,10,7,10,10,10,8,10,10,8,9,perimeter 
S00778,Medium,Low,4,3,6,3,5,2,2,2,3,6,algebra 
S00779,High,High,8,9,6,7,9,6,6,9,6,7,ratio 
S00780,Medium,Average,3,6,6,4,5,4,6,5,7,6,number sequences 
S00781,Low,High,8,7,9,6,6,5,8,5,5,6,algebra 
S00782,Low,High,9,8,8,8,6,8,7,10,6,9,indices 
S00783,Medium,Average,3,2,4,5,2,5,3,5,5,3,perimeter 
S00784,Medium,High,5,3,7,7,6,6,6,5,6,3,perimeter 
S00785,Low,Average,5,3,4,5,6,7,7,7,5,3,perimeter 
S00786,Medium,High,7,7,4,7,8,4,4,4,8,5,ratio 
S00787,Low,High,10,7,8,6,6,9,10,8,10,6,fractions/decimals 
S00788,High,Average,2,2,5,3,5,6,3,6,4,3,number sequences 
S00789,High,High,6,2,2,3,4,6,5,6,5,6,perimeter 
S00790,Medium,Low,4,2,3,3,6,4,2,3,5,6,perimeter 
S00791,Low,Very High,6,6,7,5,9,6,9,9,8,8,fractions/decimals 
S00792,Medium,High,5,7,3,3,5,4,4,6,3,6,ratio 
S00793,Medium,Low,5,6,3,7,4,6,4,6,7,6,ratio 
S00794,Low,High,8,5,7,8,9,5,6,8,9,8,perimeter 
S00795,Low,High,6,9,7,8,6,9,8,7,7,9,number sequences 
S00796,Medium,High,5,6,8,7,9,8,9,7,6,8,number sequences 
S00797,High,High,4,5,2,4,3,3,5,5,3,5,ratio 
S00798,Medium,High,3,5,5,4,6,4,3,6,3,6,number sequences 
S00799,High,Low,4,3,1,3,3,5,1,3,5,2,ratio 
S00800,Medium,Very High,9,7,8,5,9,8,9,5,6,9,fractions/decimals 
S00801,Low,Very High,5,7,8,7,8,5,8,5,9,7,number sequences 
S00802,High,High,6,7,6,8,6,9,7,9,9,7,number sequences 
S00803,Medium,High,6,5,5,3,5,4,6,3,4,2,probability 
S00804,Low,Average,6,7,5,5,8,6,9,5,5,8,ratio 
S00805,High,High,7,6,5,7,6,5,5,3,7,4,volume and capacity 
S00806,Medium,Low,9,8,8,7,7,9,6,9,8,6,angles 
S00807,Medium,High,2,3,3,4,4,6,2,6,6,4,number sequences 
S00808,Medium,Low,5,5,8,4,6,6,5,5,7,8,fractions/decimals 
S00809,High,Low,6,3,5,3,6,3,2,2,3,6,angles 
S00810,High,Low,4,4,0,1,3,3,0,1,0,4,ratio 
S00811,Medium,Low,2,5,6,3,2,5,5,2,4,4,number sequences 
S00812,Low,Low,6,3,5,4,7,7,6,4,5,5,perimeter 
S00813,Medium,Low,8,9,9,9,6,7,8,9,6,6,indices 
S00814,High,Low,4,2,4,4,3,2,4,4,3,5,perimeter 
S00815,Medium,Average,6,7,6,3,4,3,4,6,7,4,fractions/decimals 
S00816,Medium,High,8,5,4,8,5,5,5,4,4,6,ratio 
S00817,High,High,4,3,5,3,6,2,4,6,2,5,algebra 
S00818,Medium,Very High,6,4,6,8,7,7,8,7,7,6,perimeter 
S00819,Medium,High,9,6,5,5,9,5,8,6,8,8,ratio 
S00820,Medium,High,7,7,8,7,5,5,8,5,8,7,indices 
S00821,Low,High,6,7,8,9,9,6,10,10,7,6,number sequences 
S00822,Low,Average,7,3,6,6,4,7,5,5,3,7,perimeter 
S00823,Medium,Average,4,7,4,4,5,5,6,5,4,8,number sequences 
S00824,High,High,6,6,8,9,7,9,6,7,6,5,probability 
S00825,Medium,Average,9,5,9,8,7,9,6,5,8,9,perimeter 
S00826,Medium,Low,4,5,6,3,6,5,5,4,3,5,fractions/decimals 
S00827,High,Average,0,1,1,4,2,3,2,1,0,4,number sequences 
S00828,High,Low,2,4,2,2,3,2,6,3,5,2,number sequences 
S00829,Medium,Very High,5,3,5,6,3,7,3,3,6,7,perimeter 
S00830,High,Low,2,1,1,0,4,1,2,2,2,1,fractions/decimals 
S00831,High,High,3,2,3,3,6,6,3,5,3,5,perimeter 
S00832,High,Low,0,0,2,2,2,3,3,1,2,1,number sequences 
S00833,Medium,Low,3,4,3,5,4,7,3,4,7,4,number sequences 
S00834,Medium,High,2,5,6,3,4,4,2,4,2,3,number sequences 
S00835,Low,Average,4,2,3,4,6,2,5,6,5,6,perimeter 
S00836,High,Low,3,4,0,4,3,1,2,2,4,3,ratio 
S00837,High,Low,3,4,4,3,2,2,2,4,4,3,indices 
S00838,High,Low,2,3,2,6,3,6,4,6,5,3,number sequences 
S00839,Medium,Average,7,6,4,6,5,6,5,4,5,6,ratio 
S00840,Medium,Average,3,5,6,6,5,3,7,4,4,5,number sequences 
S00841,Medium,Low,3,3,3,4,3,4,6,7,5,4,number sequences 
S00842,Medium,Low,5,6,9,8,8,9,8,5,5,7,number sequences 
S00843,Low,Average,3,3,3,4,3,5,5,5,2,5,area 
S00844,Medium,High,3,6,6,6,3,3,6,3,4,4,number sequences 
S00845,Low,Average,5,5,5,3,5,2,4,4,3,5,algebra 
S00846,Medium,Average,6,3,5,5,4,6,4,3,4,7,perimeter 
S00847,Medium,Average,5,4,3,5,6,2,6,3,6,4,algebra 
S00848,Medium,High,5,5,4,6,3,4,3,2,3,2,volume and capacity 
S00849,Low,Very High,9,5,5,9,8,8,8,5,8,6,perimeter 
S00850,Medium,Average,7,4,8,8,8,6,4,6,6,4,perimeter 
S00851,Medium,Average,6,5,5,8,9,9,6,8,6,8,perimeter 
S00852,Low,Average,3,6,4,3,4,4,5,3,6,3,number sequences 
S00853,Medium,Very High,7,6,4,6,4,8,8,5,7,4,ratio 
S00854,High,Average,2,2,5,4,4,2,1,3,3,2,angles 
S00855,Low,Very High,10,10,10,10,10,10,7,9,8,8,angles 
S00856,Medium,Low,6,5,5,4,3,4,5,5,6,3,indices 
S00857,Medium,Average,8,8,9,6,6,6,6,8,9,8,fractions/decimals 
S00858,Medium,Average,5,6,6,6,7,4,8,4,8,4,algebra 
S00859,Low,High,8,10,8,8,9,10,9,7,8,7,volume and capacity 
S00860,Medium,Average,5,5,7,5,5,9,9,7,9,9,number sequences 
S00861,High,Average,5,6,4,6,6,6,2,4,5,3,angles 
S00862,Medium,Average,6,5,7,5,5,6,3,6,5,6,angles 
S00863,Low,High,10,9,10,10,10,8,7,9,10,9,angles 
S00864,Low,High,7,10,6,10,6,10,6,10,6,7,ratio 
S00865,Medium,Average,8,7,5,6,6,7,9,7,5,6,ratio 
S00866,Low,Very High,8,9,7,10,7,10,10,10,10,10,ratio 
S00867,Medium,Average,6,4,7,7,5,3,5,5,4,6,algebra 
S00868,Medium,Low,3,4,3,5,4,6,6,4,7,7,number sequences 
S00869,High,Low,0,3,4,1,4,4,3,4,2,1,number sequences 
S00870,Low,Average,4,4,5,6,4,2,3,2,3,5,algebra 
S00871,High,Low,1,5,5,3,3,3,5,5,5,4,number sequences 
S00872,Medium,High,5,3,5,2,6,4,2,6,4,5,fractions/decimals 
S00873,High,High,7,3,5,3,6,6,5,4,7,6,perimeter 
S00874,Low,High,9,8,8,9,10,7,9,10,8,10,algebra 
S00875,High,Average,3,4,1,2,4,3,3,1,3,1,ratio 
S00876,Medium,Low,8,5,5,5,5,5,6,8,5,6,perimeter 
S00877,Medium,High,6,5,8,7,7,6,6,7,6,8,perimeter 
S00878,Medium,High,6,6,2,5,2,4,4,6,3,2,ratio 
S00879,Medium,Average,7,7,3,3,5,4,4,3,6,5,ratio 
S00880,Low,Very High,9,7,6,7,8,9,9,9,7,9,ratio 
S00881,Low,High,9,7,7,10,6,7,8,7,7,6,indices 
S00882,Medium,Average,5,7,6,7,5,6,9,8,6,8,number sequences 
S00883,High,High,6,8,8,6,6,4,8,8,6,7,algebra 
S00884,Medium,Average,8,6,7,8,6,8,6,9,7,7,perimeter 
S00885,Medium,Very High,5,2,6,6,4,2,4,2,4,5,perimeter 
S00886,Medium,Low,6,5,8,7,8,8,8,8,9,6,perimeter 
S00887,Low,Very High,10,8,10,9,10,9,7,9,9,10,angles 
S00888,Low,Very High,7,9,8,8,9,6,7,6,9,6,algebra 
S00889,High,Low,3,2,3,4,3,5,4,4,5,6,perimeter 
S00890,Low,Very High,6,8,10,7,8,10,8,6,10,7,number sequences 
S00891,High,Average,2,5,5,3,4,1,4,2,4,1,algebra 
S00892,Medium,High,8,5,4,7,6,6,4,5,8,5,ratio 
S00893,High,Average,3,4,4,1,1,1,0,1,1,4,angles 
S00894,High,Low,1,0,1,0,1,4,2,2,0,4,perimeter 
S00895,High,Low,3,1,1,2,2,0,1,2,0,3,algebra 
S00896,Low,High,7,7,8,6,9,6,6,6,9,10,fractions/decimals 
S00897,Medium,High,5,8,9,8,9,7,5,5,8,8,number sequences 
S00898,High,Average,3,6,2,5,4,2,2,3,6,2,ratio 
S00899,Medium,Average,3,3,4,3,2,4,4,6,5,2,indices 
S00900,Low,Average,5,9,6,5,7,6,6,8,7,8,number sequences 
S00901,Low,High,10,9,7,6,8,9,10,9,10,7,fractions/decimals 
S00902,Medium,High,5,7,6,6,8,6,5,8,7,5,number sequences 
S00903,Medium,Average,3,5,6,3,4,7,4,4,5,6,number sequences 
S00904,Low,High,8,10,10,9,8,10,7,8,7,10,angles 
S00905,Medium,Average,5,8,5,5,5,8,8,8,9,9,number sequences 
S00906,High,Average,5,1,4,5,3,4,2,2,2,2,perimeter 
S00907,High,High,8,5,5,6,6,7,7,6,9,6,perimeter 
S00908,Medium,Average,6,6,8,4,6,6,4,7,8,6,fractions/decimals 
S00909,Medium,Average,8,6,5,8,7,7,5,6,5,6,ratio 
S00910,Medium,Very High,9,9,9,6,5,8,6,9,9,6,indices 
S00911,Medium,Very High,7,5,3,7,6,5,5,3,4,6,ratio 
S00912,Medium,Average,5,5,3,4,5,6,5,6,3,3,ratio 
S00913,Medium,High,3,4,7,4,4,4,4,7,3,6,number sequences 
S00914,High,High,5,2,2,4,3,3,4,5,4,4,perimeter 
S00915,High,Low,1,1,4,1,0,3,4,3,2,0,indices 
S00916,Medium,Low,5,7,6,5,6,4,5,7,7,4,algebra 
S00917,Low,Average,5,7,8,5,9,8,5,7,9,8,number sequences 
S00918,Medium,Low,2,4,3,3,2,4,5,3,5,6,number sequences 
S00919,Medium,Average,4,7,4,4,6,6,6,4,7,4,number sequences 
S00920,Medium,Average,7,6,4,5,6,3,5,5,3,5,algebra 
S00921,High,Low,4,2,4,4,6,2,4,3,4,6,perimeter 
S00922,Low,High,8,6,6,6,10,10,9,9,8,10,perimeter 
S00923,Medium,Average,6,5,9,6,5,6,6,6,6,6,perimeter 
S00924,High,Low,0,0,0,0,0,2,0,3,0,0,number sequences 
S00925,Medium,Average,3,7,7,6,5,6,3,6,5,5,number sequences 
S00926,High,Low,3,3,4,5,5,3,4,4,4,2,probability 
S00927,Low,Very High,8,7,5,5,8,8,6,6,5,8,ratio 
S00928,Low,High,9,10,8,9,9,10,8,10,7,8,area 
S00929,Low,High,10,10,10,10,9,9,6,7,8,9,angles 
S00930,Low,Average,8,8,5,8,4,4,4,6,4,6,indices 
S00931,Low,Very High,8,9,8,7,9,8,9,10,8,7,fractions/decimals 
S00932,Medium,Average,3,4,6,4,3,7,4,6,4,5,number sequences 
S00933,High,Average,2,2,3,4,2,2,2,2,2,2,number sequences 
S00934,Medium,Average,9,6,6,7,5,8,8,8,9,5,indices 
S00935,Medium,Average,6,7,9,5,8,6,6,5,6,9,fractions/decimals 
S00936,High,Average,0,4,2,4,3,2,4,4,4,0,number sequences 
S00937,Medium,Average,2,4,6,6,4,4,3,5,6,4,number sequences 
S00938,Medium,High,5,2,2,3,2,5,2,5,6,3,perimeter 
S00939,Low,High,9,9,6,6,10,6,6,9,6,9,ratio 
S00940,Low,Average,6,6,4,5,6,7,7,7,5,7,ratio 
S00941,Medium,Average,4,4,3,3,4,7,6,7,5,6,ratio 
S00942,Low,Average,5,9,6,5,7,5,7,6,8,9,number sequences 
S00943,Low,Very High,10,9,9,10,10,8,8,8,9,9,algebra 
S00944,Low,High,7,8,10,10,8,9,7,6,9,8,volume and capacity 
S00945,High,Low,0,4,0,2,0,3,3,1,2,4,number sequences 
S00946,High,Average,0,0,0,0,3,0,3,3,0,0,number sequences 
S00947,Low,High,10,8,7,10,9,10,10,10,8,9,ratio 
S00948,Low,Very High,9,7,9,6,6,8,6,8,5,8,area 
S00949,Low,Low,6,5,7,8,8,4,7,6,8,5,algebra 
S00950,Medium,Average,6,3,5,5,5,2,4,3,5,6,algebra 
S00951,Medium,High,5,3,3,7,3,5,3,6,4,4,perimeter 
S00952,High,Average,2,2,1,1,4,3,3,0,0,2,volume and capacity 
S00953,Low,High,9,8,8,8,9,8,9,10,8,10,perimeter 
S00954,High,Low,1,3,0,3,2,0,3,2,3,0,ratio 
S00955,Medium,Average,5,4,3,3,5,3,2,2,5,2,angles 
S00956,Low,Very High,6,9,8,7,6,6,8,7,9,7,number sequences 
S00957,High,Low,5,2,2,4,4,6,2,4,2,3,perimeter 
S00958,Low,Average,6,7,4,4,5,3,7,4,7,5,algebra 
S00959,High,Average,4,3,3,2,6,6,4,4,6,6,fractions/decimals 
S00960,High,Low,0,4,0,2,3,4,3,0,0,2,number sequences 
S00961,Low,Low,4,6,8,5,4,4,4,5,4,6,number sequences 
S00962,Medium,Low,4,6,7,6,7,7,3,5,3,6,angles 
S00963,Medium,Average,6,4,5,4,4,3,5,7,7,6,algebra 
S00964,Medium,Low,7,7,7,5,3,6,7,3,7,5,indices 
S00965,High,Low,6,3,4,6,6,2,3,2,5,3,algebra 
S00966,Medium,Average,4,2,4,3,3,2,3,2,5,3,perimeter 
S00967,Medium,Average,4,3,2,4,3,2,2,6,2,3,ratio 
S00968,Low,Average,5,4,2,3,6,3,5,4,5,6,ratio 
S00969,High,Average,0,2,0,3,2,0,0,0,0,2,number sequences 
S00970,Low,High,10,10,7,9,7,10,7,8,8,8,ratio 
S00971,Low,Average,3,4,4,5,6,3,5,6,3,5,number sequences 
S00972,Medium,Low,6,8,7,9,6,7,8,8,8,6,number sequences 
S00973,High,Low,2,0,0,1,0,1,0,2,2,1,perimeter 
S00974,Medium,High,5,5,5,7,9,7,9,7,6,8,number sequences 
S00975,High,Average,3,5,5,2,1,1,3,4,1,1,indices 
S00976,Medium,High,6,5,9,9,9,8,5,9,6,6,perimeter 
S00977,Medium,Average,4,7,3,3,4,5,7,3,6,5,ratio 
S00978,Low,High,9,10,10,10,7,10,7,10,9,7,indices 
S00979,Medium,Average,4,4,6,4,7,5,7,4,7,7,number sequences 
S00980,Low,Average,5,5,4,8,4,4,4,8,8,4,ratio 
S00981,Low,Very High,7,10,9,7,7,10,8,10,10,10,number sequences 
S00982,Medium,High,9,5,7,5,7,7,6,7,6,8,perimeter 
S00983,High,Low,5,4,6,4,4,6,6,3,4,6,volume and capacity 
S00984,Medium,High,6,3,6,5,3,3,7,6,3,6,perimeter 
S00985,Medium,Very High,3,4,2,4,5,4,5,4,5,4,ratio 
S00986,Medium,Average,9,8,5,6,9,6,9,9,9,7,ratio 
S00987,Low,Very High,7,8,8,9,6,5,8,5,6,6,algebra 
S00988,Medium,High,5,8,6,4,7,6,5,5,8,7,fractions/decimals 
S00989,Medium,High,7,5,6,4,6,5,3,3,6,3,angles 
S00990,Medium,High,6,5,7,5,7,5,7,6,8,8,perimeter 
S00991,High,Low,0,0,1,2,2,0,0,1,0,0,number sequences 
S00992,Low,Average,7,4,7,7,4,5,4,6,4,6,perimeter 
S00993,High,Average,3,3,4,2,3,4,4,3,3,4,fractions/decimals 
S00994,High,Average,6,6,4,3,5,6,3,6,5,4,fractions/decimals 
S00995,High,Low,3,0,2,0,0,2,3,3,1,0,perimeter 
S00996,Low,High,10,7,8,10,10,9,10,10,7,9,perimeter 
S00997,Medium,Average,6,6,9,9,9,5,6,7,9,5,algebra 
S00998,Medium,Average,4,5,2,6,3,6,3,5,4,3,ratio 
S00999,Medium,Low,9,5,5,7,9,7,7,7,8,6,perimeter 
S01000,High,Low,0,0,0,0,3,2,2,3,0,0,number sequences 
S01001,Low,Very High,8,10,10,7,10,9,10,10,8,10,fractions/decimals 
S01002,High,Low,5,3,5,4,6,3,5,3,3,2,probability 
S01003,Medium,Very High,4,3,3,6,3,3,3,3,5,7,perimeter 
S01004,Medium,Average,6,7,4,4,7,4,7,4,4,7,ratio 
S01005,Low,Average,6,6,6,4,8,6,8,5,5,6,fractions/decimals 
S01006,High,Low,6,5,5,4,6,3,3,4,5,2,probability 
S01007,High,Low,2,3,1,0,3,0,0,0,1,2,fractions/decimals 
S01008,Medium,Average,6,8,6,5,7,9,6,5,7,6,fractions/decimals 
S01009,Low,High,9,7,7,6,5,8,5,9,8,8,indices 
S01010,Low,Average,9,7,7,5,7,5,9,7,8,9,fractions/decimals 
S01011,Medium,High,6,6,6,5,6,6,5,5,8,5,fractions/decimals 
S01012,Medium,Average,9,8,5,9,5,6,9,5,6,7,ratio 
S01013,Medium,Low,6,5,2,2,4,5,2,6,2,2,ratio 
S01014,Low,Average,3,3,3,7,3,7,6,3,6,7,number sequences 
S01015,High,Average,6,3,2,3,5,2,2,5,2,2,ratio 
S01016,Low,High,10,10,9,6,6,8,10,7,10,8,fractions/decimals 
S01017,Medium,High,7,8,7,4,7,8,5,5,6,6,fractions/decimals 
S01018,High,Low,3,0,0,0,1,2,1,0,0,0,perimeter 
S01019,Low,Average,3,3,4,6,5,7,5,7,4,3,number sequences 
S01020,High,High,5,5,7,7,5,5,6,3,4,3,volume and capacity 
S01021,Low,High,8,9,10,10,8,7,7,9,7,9,algebra 
S01022,Low,High,7,10,7,9,7,8,9,7,10,9,number sequences 
S01023,Medium,Low,5,5,7,7,8,7,7,5,5,5,number sequences 
S01024,Low,High,6,9,6,5,8,7,6,5,8,7,fractions/decimals 
S01025,Low,Low,4,8,6,8,7,5,4,6,4,4,number sequences 
S01026,Medium,High,4,4,6,6,5,6,3,3,5,5,angles 
S01027,Medium,High,5,2,6,6,2,4,6,6,2,3,perimeter 
S01028,Low,Very High,8,8,8,9,9,7,10,7,9,7,algebra 
S01029,Low,Average,6,5,4,6,4,4,3,6,5,5,angles 
S01030,Low,Low,5,7,6,7,8,5,5,4,8,4,volume and capacity 
S01031,Medium,Very High,4,6,4,5,8,8,7,8,5,8,number sequences 
S01032,High,Average,0,3,2,2,3,0,4,1,2,0,number sequences 
S01033,Low,Very High,8,8,8,9,7,6,8,8,8,6,algebra 
S01034,Low,Average,9,5,9,7,9,9,9,7,9,6,perimeter 
S01035,High,Low,3,4,4,6,6,6,4,6,6,6,number sequences 
S01036,High,Average,3,3,3,4,3,5,1,5,3,4,angles 
S01037,High,High,6,4,2,2,4,3,3,2,3,2,ratio 
S01038,Low,Average,5,3,4,5,4,7,5,6,7,7,perimeter 
S01039,High,High,3,6,4,4,5,6,7,5,3,5,number sequences 
S01040,Medium,Average,6,7,9,8,8,6,5,9,7,8,angles 
S01041,Medium,Average,8,7,9,9,9,7,8,5,6,5,volume and capacity 
S01042,High,Low,2,3,0,1,1,1,2,2,1,3,ratio 
S01043,Medium,Average,7,5,5,7,3,7,5,3,3,6,indices 
S01044,Medium,Low,2,4,5,5,2,2,5,4,5,3,number sequences 
S01045,Medium,Low,4,4,7,7,7,8,4,5,7,6,number sequences 
S01046,High,Average,0,3,2,3,4,4,0,4,0,3,number sequences 
S01047,High,Low,3,4,4,4,5,3,4,1,2,1,volume and capacity 
S01048,Low,Average,6,5,5,7,4,5,7,7,4,7,indices 
S01049,Medium,Low,3,4,7,3,4,4,6,6,6,5,number sequences 
S01050,High,Low,6,3,6,4,3,5,3,3,4,3,perimeter 
S01051,Medium,High,5,4,6,4,2,5,5,5,4,6,indices 
S01052,Medium,High,8,8,7,8,5,8,8,8,6,5,indices 
S01053,Low,High,6,10,8,9,7,8,7,6,10,9,number sequences 
S01054,Medium,Average,3,6,5,5,3,4,2,3,4,2,angles 
S01055,Medium,Very High,3,6,6,5,6,6,2,4,5,4,angles 
S01056,Medium,Average,2,2,2,3,6,5,6,5,2,6,number sequences 
S01057,Medium,Average,7,6,6,5,5,6,7,5,4,6,area 
S01058,Medium,Low,3,6,3,5,2,6,3,3,2,5,indices 
S01059,High,Average,2,5,6,6,5,2,5,2,5,3,number sequences 
S01060,Low,Average,6,3,4,4,5,3,4,6,4,3,perimeter 
S01061,High,Low,2,3,3,1,0,2,2,0,4,4,indices 
S01062,Medium,High,6,7,6,7,6,7,4,4,5,5,angles 
S01063,Medium,Average,2,5,3,5,2,5,4,3,2,2,number sequences 
S01064,Low,Average,3,2,2,6,3,4,6,5,5,5,perimeter 
S01065,Medium,Very High,5,4,5,6,8,7,6,5,6,7,perimeter 
S01066,Low,Average,7,4,4,6,3,5,7,3,6,3,indices 
S01067,Medium,Average,4,7,8,7,5,4,5,6,7,5,number sequences 
S01068,High,Low,0,3,0,3,0,2,0,0,3,1,number sequences 
S01069,Medium,Average,6,5,6,3,4,5,5,7,6,6,fractions/decimals 
S01070,Low,Very High,9,8,6,10,8,9,6,9,8,7,ratio 
S01071,Medium,High,6,6,7,5,5,4,5,4,5,5,algebra 
S01072,Medium,Low,9,8,7,8,6,6,8,6,6,6,indices 
S01073,Low,Low,4,5,3,7,6,5,6,7,7,3,ratio 
S01074,Medium,Average,6,6,3,6,5,4,5,4,7,6,ratio 
S01075,Low,High,6,8,6,10,8,7,10,7,7,10,number sequences 
S01076,High,High,7,3,5,5,7,5,7,3,3,6,perimeter 
S01077,Low,Very High,6,9,7,6,10,6,9,8,10,9,number sequences 
S01078,Medium,Average,8,6,6,5,5,6,8,5,4,4,area 
S01079,Low,Very High,6,7,10,7,6,8,9,8,6,10,number sequences 
S01080,High,Low,0,3,1,2,3,0,0,3,0,3,number sequences 
S01081,Low,High,7,8,9,9,5,9,9,9,6,6,indices 
S01082,Low,Average,4,4,6,7,6,6,5,6,4,7,number sequences 
S01083,Medium,Average,4,2,3,5,6,6,2,6,4,2,perimeter 
S01084,High,Low,3,0,2,1,1,0,1,1,0,0,perimeter 
S01085,Low,Very High,6,8,6,9,7,6,8,8,7,9,number sequences 
S01086,High,Average,1,1,1,2,0,0,3,0,2,0,indices 
S01087,Low,Very High,5,7,9,7,5,5,6,6,7,7,number sequences 
S01088,High,Average,3,1,1,2,4,0,3,1,3,4,algebra 
S01089,High,Average,3,0,0,2,0,4,1,1,1,1,perimeter 
S01090,Low,High,6,7,8,10,7,10,8,7,7,10,number sequences 
S01091,Medium,High,7,6,4,4,7,7,7,7,3,6,area 
S01092,Low,Very High,10,9,7,8,7,10,8,8,8,9,ratio 
S01093,Medium,Average,6,5,7,7,8,6,7,8,8,7,perimeter 
S01094,Medium,Average,6,7,7,5,5,8,7,7,8,5,fractions/decimals 
S01095,Medium,Average,3,6,5,3,2,3,6,4,6,2,indices 
S01096,Medium,High,8,8,6,7,8,7,7,7,4,8,area 
S01097,High,Low,3,5,4,5,2,4,3,4,2,4,indices 
S01098,Medium,Average,9,5,5,9,6,6,6,8,6,9,perimeter 
S01099,Medium,Average,8,7,7,9,8,7,8,7,5,8,area 
S01100,High,High,4,6,6,2,3,3,5,5,5,6,fractions/decimals 
S01101,High,Average,0,3,2,0,3,4,4,3,1,0,number sequences 
S01102,High,Average,2,2,3,1,2,0,0,4,4,1,algebra 
S01103,Medium,Low,6,8,7,5,8,9,8,6,9,8,fractions/decimals 
S01104,Medium,Average,7,5,7,7,4,5,3,4,5,4,angles 
S01105,Low,Very High,6,10,8,7,7,10,8,7,6,10,number sequences 
S01106,Low,Average,8,4,8,7,7,5,8,5,8,4,perimeter 
S01107,Low,High,6,10,7,6,6,9,10,9,6,9,number sequences 
S01108,Low,Average,6,6,4,6,5,7,8,8,6,5,ratio 
S01109,High,Low,3,2,3,0,3,0,2,4,0,4,fractions/decimals 
S01110,Low,Very High,8,9,9,6,5,9,9,7,7,7,indices 
S01111,High,High,7,9,7,6,6,6,6,6,8,6,fractions/decimals 
S01112,Low,High,9,7,8,9,8,7,10,7,8,10,perimeter 
S01113,High,Average,1,3,1,4,4,4,2,5,3,4,number sequences 
S01114,Medium,Low,6,4,5,7,8,4,6,8,6,7,perimeter 
S01115,High,High,7,5,6,6,5,5,6,7,7,8,perimeter 
S01116,High,Low,1,0,0,0,1,0,3,2,3,3,perimeter 
S01117,High,Low,2,4,6,5,2,5,5,6,4,5,number sequences 
S01118,High,Low,1,3,3,4,5,5,5,5,3,5,number sequences 
S01119,Low,High,5,5,6,7,6,6,6,5,7,6,number sequences 
S01120,High,High,8,8,5,6,5,6,7,7,8,5,ratio 
S01121,Medium,Very High,6,6,9,6,6,5,7,8,9,8,algebra 
S01122,Low,High,10,9,10,8,6,7,9,6,8,9,indices 
S01123,Low,High,10,6,8,6,9,10,7,7,9,10,perimeter 
S01124,High,Average,0,0,0,2,0,0,0,3,0,0,number sequences 
S01125,Low,High,6,6,7,5,6,7,6,5,8,7,fractions/decimals 
S01126,High,Average,3,2,3,3,0,0,0,2,2,0,indices 
S01127,Medium,Average,3,2,5,3,2,6,4,3,2,6,perimeter 
S01128,Low,Average,3,6,3,7,5,3,6,3,6,3,number sequences 
S01129,High,Low,3,3,4,3,1,0,1,0,1,4,algebra 
S01130,Medium,Low,2,6,4,3,5,6,5,6,4,3,number sequences 
S01131,High,Average,1,1,3,3,1,3,3,2,5,1,number sequences 
S01132,Low,High,8,9,6,6,5,7,6,8,8,8,indices 
S01133,High,High,3,3,3,5,5,4,4,4,2,2,area 
S01134,Low,High,9,5,9,9,9,7,8,6,5,8,perimeter 
S01135,High,High,5,6,4,2,6,4,3,5,6,2,fractions/decimals 
S01136,Medium,Average,4,5,4,6,7,7,3,4,5,6,angles 
S01137,Low,High,7,8,6,8,8,6,6,7,9,6,ratio 
S01138,Low,Very High,9,10,7,7,9,10,10,7,10,9,ratio 
S01139,Medium,Low,4,5,5,2,2,4,2,3,2,5,fractions/decimals 
S01140,Low,Average,7,3,5,7,5,7,7,4,6,4,perimeter 
S01141,Low,Average,4,6,6,3,6,7,5,3,7,4,fractions/decimals 
S01142,Low,High,8,10,8,6,6,9,6,7,10,9,fractions/decimals 
S01143,High,Low,1,0,3,2,0,0,4,1,4,2,perimeter 
S01144,Low,High,7,5,5,8,9,5,7,7,7,5,perimeter 
S01145,High,Low,2,3,2,5,6,4,4,5,4,6,number sequences 
S01146,Low,Low,6,5,9,6,7,8,8,8,5,6,perimeter 
S01147,Medium,High,3,6,5,4,3,5,6,5,6,5,number sequences 
S01148,Low,Very High,5,9,5,6,7,7,7,9,8,7,number sequences 
S01149,Medium,Average,2,6,3,5,5,3,4,3,5,6,number sequences 
S01150,High,Average,4,4,1,3,5,1,1,3,5,5,ratio 
S01151,Medium,Low,7,8,7,6,8,6,5,8,4,8,area 
S01152,High,High,7,9,6,6,9,9,7,9,8,8,ratio 
S01153,Low,High,10,8,7,6,10,7,6,8,6,8,fractions/decimals 
S01154,High,High,5,3,4,7,4,5,5,5,3,3,perimeter 
S01155,Medium,Very High,2,6,6,3,4,2,4,5,4,6,number sequences 
S01156,Low,High,9,7,9,10,6,9,9,10,6,10,indices 
S01157,Medium,High,5,5,6,5,3,4,2,4,2,4,angles 
S01158,Low,High,10,8,10,10,9,8,10,7,10,7,volume and capacity 
S01159,Medium,Average,3,6,7,4,3,3,4,4,6,6,number sequences 
S01160,Low,High,9,9,10,8,10,10,7,8,8,9,angles 
S01161,Medium,Low,7,4,4,3,6,3,5,3,4,6,fractions/decimals 
S01162,High,Average,1,1,0,1,2,0,2,0,2,0,ratio 
S01163,Low,Low,7,4,4,7,3,3,7,7,3,3,indices 
S01164,Low,High,8,10,8,10,7,9,10,9,7,10,indices 
S01165,High,Average,1,3,3,1,2,1,2,5,4,1,number sequences 
