No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area arks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject
1611,14,M ,4,255,173,2,3.630437333288582,320,129,2,3,331,116,2,4,1215,327,2,0.0,1866.516823751797,335,2,4,12,216,1,6,1378,411,2,3,1168.0064190065095,303,1,1,1776.929906152036,180,2,6,1148.8227250647838,227,3,36.09092611247408,5,18.231863579966422,33.00083132742014,14,Only school lessons,percentages,decimals,dancing,science
1612,14,M,4,68,271,2,3.9534701328693513,376,124,2,6,206,217,2,0,1628,839,1,0.0,1659.5291164608802,737,2,0,1242,0,0,4,2381,253,2,2,1917.0261938285735,633,0,1,803.7638975769963,0,2,7,62.5718631180016,182,1,42.618492943750525,15,13.071883258505874,14.38210962473177,19,figures,angles,fractions,science,science
1613,15,M ,2,161,98,2,4.0083618499928075,417,61,2,5,627,153,2,0,851,0,2,1.194805785077488,2210.0,363,1,6,754,0,1,11,1287,258,2,0,1402.7609872541007,555,1,0,1087.6991309528696,363,1,0,1606.6380323854771,0,0,41.67582991725332,6,28.123780450893584,19.159518529103085,15,Only school lessons,area,fractions,sinala,history
1614,15,M,5,155,253,2,2.808199103967305,110,145,2,2,926,64,2,5,1075,247,2,0.4712511780196171,1030.7568518549945,0,2,4,839,283,0,7,1831,184,2,0,1778.5471466239715,326,1,0,750.9942190519791,0,1,0,1332.1441153753203,0,0,33.36113329384635,7,24.623237711836765,24.670049789534765,11,practicing,percentages,decimals,english,PTS
1615,14,M ,6,298,202,1,4.542351283248525,729,162,2,3,736,108,2,6,353,383,2,0.0,319.55550153310116,476,2,6,781,407,2,1,1898,72,2,1,1117.163151847094,0,0,1,1520.230001330036,309,1,5,0.0,125,1,23.716520873295984,39,26.772173586885913,33.82474815412169,19,figures,angles,probability,home science,science
1616,15,M,3,68,199,2,4.488404160744663,481,259,2,5,613,59,2,3,587,471,0,0.5746408846137924,1278.7699009529551,324,1,4,1357,169,2,7,1419,370,2,1,1100.0006204882538,704,0,3,2466.858293498351,153,2,4,2435.0,654,1,27.651613325706208,2,10.020679159157414,19.528523558366675,18,Only school lessons,area,set theory,english,sinhla
1617,13,M ,3,82,54,2,2.8075767603791375,189,348,2,11,160,372,2,10,1081,0,2,0.5733583956824135,1525.8401474985171,135,1,3,1459,86,2,5,2006,340,2,1,765.6391370158885,445,1,0,1552.6769641665312,394,1,9,2435.0,440,2,29.326331239982018,2,28.5,25.078052622838932,18,figures,percentages,none,history,health
1618,14,M,2,95,148,1,4.0585731792731705,263,93,1,4,160,35,1,4,227,0,1,0.2651409311912451,1326.1669514201017,347,1,6,1403,394,2,10,2106,283,2,2,1090.3476871732742,192,0,1,2716.6650320732306,303,2,2,645.1045607595989,373,4,36.93391902484985,25,10.407993557710142,5.026644188576144,20,practicing,Tessellation,geometry,science,health
1619,15,F,3,64,94,2,3.0476699183980456,306,69,2,5,164,146,2,8,468,142,1,1.4941976379276432,910.6123420254146,163,0,6,918,303,1,11,927,255,2,0,1286.6894328396884,198,1,4,1850.1650146920347,1275,1,2,1555.28596549252,628,2,26.88964353693559,40,19.254650586351524,15.618143058813974,13,Only school lessons,equations,circle theory,none,history
1620,14,M,4,141,195,2,3.2400078033785538,435,263,2,6,929,15,1,3,379,100,1,0.21251171591012308,52.87294561567785,296,1,3,791,64,1,5,1381,207,2,1,812.0687565743233,403,0,2,1043.0758197656983,0,1,0,456.62410781907624,116,0,52.19386886391582,37,20.22666768516418,21.811232521166055,15,figures,angles,simultaneous equations,maths,tamil
1621,14,M ,2,180,158,2,3.460273353277173,110,438,2,5,559,186,1,2,847,559,1,0.0,0.0,474,1,12,521,425,2,6,2431,346,2,1,1854.381525043601,361,1,0,2536.3611617979254,0,1,3,0.0,67,1,54.191504102303554,35,19.915842089007995,35.72962033050963,21,practicing,equations,triangles,english,maths
1622,13,M,3,76,183,2,4.5642897211101445,441,518,2,6,966,15,2,5,461,66,2,0.0,1189.9095340684175,47,2,3,669,118,2,3,1685,72,2,2,1818.3785935513747,367,1,4,1695.2934426637903,490,0,9,1987.25867611737,97,3,41.35659627329117,6,18.684360871371773,29.49266020090011,14,Only school lessons,number sequeces,fractions,none,science
1623,14,M ,2,175,112,2,5.0,497,102,2,8,944,257,2,0,962,247,2,0.2861925472960251,1332.3901643585134,291,2,4,732,162,2,8,749,120,2,2,693.166382279262,464,1,0,1618.0850968631962,0,1,0,2435.0,415,0,53.40709102434131,69,23.704308094025112,37.0,16,practicing,area,triangle theory,english,tamil
1624,13,M,3,249,168,2,2.4847949975266435,480,348,2,4,510,178,2,6,848,819,1,0.33695274073780346,746.3899370838753,625,1,6,1353,223,1,5,2431,480,2,2,0.0,300,1,2,1063.1393233781403,342,1,0,2297.6913880016327,490,1,51.36921837367557,23,28.5,16.42580891290988,21,practicing,probability,circle theory,history,history
1625,15,M,4,163,131,2,3.87487799666008,622,399,2,9,726,94,2,2,1045,618,1,0.0,2143.678022942724,553,2,7,902,58,2,8,1473,363,2,1,2428.0,24,1,1,1369.2772626301278,415,1,2,1798.2783144587327,324,1,56.49880529708054,37,28.5,6.687910870154601,14,Only school lessons,equations,percentages,english,health
1626,15,F,3,207,75,1,4.14719917582396,181,234,2,0,461,15,2,6,382,147,2,0.29185932529721903,0.0,0,1,6,828,146,1,11,2431,655,2,2,0.0,81,1,1,2526.2331660406744,48,2,5,197.27443552824934,461,4,19.083705208631034,5,9.909093688029733,22.666153836323332,20,figures,equations,geometry,sinala,buddhism
1627,15,F,3,119,163,2,3.560066577857679,401,136,2,5,346,281,1,0,254,301,1,1.0236714058401408,1005.7432479533029,216,0,2,506,650,2,13,1537,514,2,0,2112.5846903355596,367,1,1,1672.31934850649,809,2,5,423.493954550981,157,1,50.799746642463155,39,16.198334275870664,9.414549329902293,15,Only school lessons,fractions,none,sinala,none
1628,15,F,4,86,117,2,2.0726391590987223,130,196,2,6,160,456,2,3,1654,152,2,0.9229484121857603,1127.4894006296963,0,2,8,374,0,1,10,1626,783,2,0,1463.581717344524,519,1,0,1989.0457405306715,0,2,1,2435.0,296,2,36.07548231253343,18,2.0,22.973299510369834,17,practicing,perimeter,percentages,maths,health
1629,14,M ,2,205,40,2,5.0,419,422,2,4,266,104,2,2,380,627,1,0.0,1016.4016876447068,429,2,12,1694,138,1,7,1681,272,2,1,1658.194328848583,634,1,1,701.6218193392313,932,2,2,1772.34147374032,154,3,60.24006460124019,Ab ,12.156656900481437,5.805026371777895,15,figures,percentages,geometry,health,PTS
1630,14,M ,4,210,98,2,2.9614253226231595,471,354,2,9,686,253,1,1,935,118,1,1.0518186116755333,819.973474913623,428,1,3,779,209,1,9,1186,300,2,1,1348.5547705162946,660,1,0,2144.0918300863964,124,1,7,0.0,532,2,42.65293778697651,7,14.52525425332673,15.674617615284015,21,figures,equations,area,ict,tamil
1631,14,M,2,210,40,1,2.1706729056559437,110,56,2,9,603,166,2,6,461,250,2,1.3859121249824748,1134.6399112113183,258,2,11,1518,62,1,4,1792,300,2,1,2428.0,65,1,2,2725.0,0,2,1,2435.0,159,1,37.87360987749772,Ab,28.5,10.495570688854828,16,practicing,Tessellation,geometry,dancing,english
1632,15,F,3,40,242,1,3.9717281787400305,110,461,2,10,452,119,2,9,1345,433,2,0.0,1134.8029598716844,0,2,7,936,435,1,3,1960,220,2,1,1005.8891137272727,0,1,3,2139.079989115146,413,2,0,2435.0,29,4,51.117433004839185,10,28.5,11.552582933721295,17,practicing,equations,decimals,ict,PTS
1633,15,M,5,40,105,2,2.916654795747562,536,56,2,11,285,220,2,4,909,298,2,1.0333570533254028,1012.5829801631397,630,1,5,666,341,2,13,1527,492,2,1,847.418591633154,0,1,2,1852.2012645435466,0,2,6,2124.54299461457,734,2,45.66524938086054,37,27.14421871624563,16.64150599220172,19,figures,area,set theory,history,PTS
1634,14,M ,2,134,84,1,2.0,472,199,2,6,160,139,2,4,1077,148,2,0.7003623653449752,1123.302280626372,214,1,0,1367,0,1,0,2365,124,2,1,2428.0,0,0,3,2461.263342373782,0,1,1,797.5687948156316,308,3,52.13901766397531,5,23.926809499775906,7.078591542971447,21,Only school lessons,perimeter,set theory,ict,english
1635,14,M,3,275,324,2,4.237826777518402,208,212,2,11,160,392,2,6,1018,180,2,0.047525036492207406,2076.3451006977143,173,1,11,2036,0,2,8,2431,359,2,3,2428.0,443,1,0,1692.6452278355937,0,1,5,1266.322645162436,156,1,47.851105218048524,6,20.520869808750682,37.0,13,Only school lessons,probability,decimals,home science,maths
1636,15,M ,3,260,119,1,2.7959830142485136,427,360,2,9,160,158,2,8,545,373,2,2.659088388309365,1524.9600103505488,367,2,12,2036,436,2,7,1175,417,2,2,698.3009610239467,0,1,1,510.2347811181353,0,1,2,2296.031378801358,634,4,10.712465987441497,3,17.30712194063522,31.167182134491792,15,practicing,probability,volume and capacity,science,buddhism
1637,14,M,2,102,117,1,2.1232790809414634,228,316,2,6,342,171,2,1,268,0,2,0.6819022037125136,224.59164859419207,310,2,4,1803,280,1,8,1748,601,2,0,2068.5936812157115,0,1,0,2725.0,0,1,3,2376.5998636100703,344,1,29.604571850882557,18,9.10516000998845,37.0,19,practicing,angles,triangle theory,ict,buddhism
1638,14,M ,6,174,40,2,2.037272331144167,273,209,2,5,826,172,2,0,664,36,2,0.0,1786.5614805564726,0,1,1,2036,232,1,2,1858,81,2,1,255.04027722089404,48,0,0,1937.4295502011107,0,2,1,2397.482210725632,0,3,35.94016842080327,42,9.261151834948738,10.17210161223704,12,figures,probability,decimals,buddhism,english
1639,14,F,5,147,173,1,2.290192557674926,580,78,2,5,603,94,2,4,1017,971,2,1.8286061168855265,1694.5786801004147,307,2,0,971,129,2,7,1397,200,2,0,961.2852356269516,521,1,1,1402.09625958394,770,2,5,1058.3970416045956,315,4,12.047183022100729,18,16.56352141697065,28.135802184383063,17,Only school lessons,set theory,roman numbers,english,sinhla
1640,13,M,5,93,40,2,2.846291894324675,187,63,2,8,160,185,2,2,539,214,2,2.901262833309989,1164.3931250836329,532,1,7,1503,271,1,11,2431,486,2,1,1608.8486854470693,0,1,1,1570.2426861657616,259,2,2,2435.0,648,2,29.41194880635129,18,19.827875120849978,8.019169844521166,13,practicing,fractions,area,dancing,geography
1641,14,F,2,75,176,1,4.078604153544113,254,191,2,4,255,64,1,2,1130,24,0,0.13069439643726577,969.7899910403918,436,2,7,617,216,1,7,2108,301,2,4,1309.3409016313099,412,1,0,1266.8226882700244,139,1,2,1877.3777438131665,207,3,41.41989500999638,28,8.847366319026202,7.606373735265947,16,Only school lessons,area,circle theory,history,PTS
1642,13,F,5,251,77,2,2.242704527970285,404,522,1,7,329,119,2,1,612,634,2,0.05175446897764063,293.2211358142341,411,0,6,1708,179,1,5,1172,329,2,3,1292.438732555308,370,1,3,1797.9801444600034,434,1,0,1031.4543403575299,216,2,17.749669002988377,35,15.21431720285953,24.486034538747834,18,figures,fractions,percentages,sinala,sinhla
1643,15,M,3,103,189,2,3.755205983192907,201,174,2,0,649,237,2,3,669,421,2,0.0,1803.1582647160521,332,0,12,764,169,1,5,2,81,2,0,1128.0311965110136,89,1,5,2422.7975617310867,0,1,0,619.0521369791863,501,2,42.304297209596854,25,27.310093148185835,27.203107605794873,17,Only school lessons,probability,decimals,dancing,PTS
1644,14,F,2,40,100,2,2.0,479,150,2,9,765,58,2,7,729,695,2,0.0,1132.0821476190677,526,1,9,1049,108,2,10,1121,386,2,0,0.0,463,0,3,2101.528670766761,499,2,7,2388.423443400439,436,1,36.33254040761598,25,28.5,25.32323250529906,21,Only school lessons,equations,roman numbers,history,home science
1645,14,M,5,229,129,2,4.166523318810062,863,155,2,9,653,322,2,3,372,618,2,0.0707571309861173,589.8727407616166,414,1,9,1550,0,1,9,1668,191,2,1,1037.3421872612887,96,1,1,2725.0,60,1,0,1598.230469051268,659,4,43.07042061080249,6,2.0,20.89422433630368,21,figures,equations,percentages,home science,PTS
1646,15,F,4,161,120,2,4.178696651675526,225,56,2,1,757,338,2,0,1178,305,2,1.837856581086413,0.0,165,1,5,1423,0,1,5,1490,260,1,2,2428.0,736,1,0,1508.3361566406995,987,2,5,760.0335025248651,525,1,38.57667767064443,6,16.660581066971364,13.795502905127446,14,Only school lessons,percentages,simultaneous equations,civics,sinhla
1647,15,F,3,172,118,2,4.025432806618216,248,330,2,5,173,235,2,0,360,301,2,1.5806185919551676,1289.2524378782023,582,2,11,764,14,1,13,1665,802,2,1,1979.4847435654601,422,1,1,1463.2955584712176,0,2,10,916.0805173538514,398,0,58.908867004683714,40,26.12433820297604,19.865123547610455,21,Only school lessons,percentages,set theory,sinala,PTS
1648,15,M ,6,138,192,2,3.446800680151214,237,140,2,11,233,240,2,5,1174,12,1,0.2731812962763004,2210.0,0,2,0,1425,0,1,13,1694,584,2,1,1671.4066064463545,343,0,2,2389.859729397165,620,2,8,1950.261007184034,484,1,20.702310640353996,39,28.5,6.1494096927366595,14,figures,fractions,triangles,dancing,english
1649,14,F,5,135,180,2,3.24806520609734,404,202,2,6,160,79,2,3,1234,501,1,0.937694436641854,1528.3807009192326,370,2,1,1417,465,2,1,1754,109,2,1,323.8653149683977,0,1,3,0.0,557,2,1,2435.0,9,1,37.85120523015794,7,28.5,19.450366963409977,21,Only school lessons,probability,geometry,home science,maths
1650,15,F,5,287,58,2,4.07747005516554,374,157,2,8,534,322,1,8,937,753,2,0.40807057012778447,558.6267782033606,348,2,1,536,374,1,8,2087,222,2,0,481.0831236697916,0,1,1,1407.3077032859949,158,2,7,2435.0,54,2,6.0,18,28.050689085452362,18.556993360101952,21,figures,angles,geometry,home science,tamil
1651,15,F,4,88,40,1,3.329679191869796,323,56,2,2,864,314,2,7,902,459,1,0.0,158.36356144743218,145,1,3,1247,271,2,9,1662,451,2,2,0.0,312,1,0,1346.9078350431198,509,0,2,2435.0,764,4,23.629126937203544,69,15.213825642135719,13.659499889501486,14,practicing,Tessellation,triangle theory,health,none
1652,13,M ,4,181,40,2,2.890655896626419,417,152,2,5,524,341,2,2,757,828,2,0.0,2210.0,554,0,7,977,225,1,13,1223,364,2,3,1376.4204447624813,350,1,1,2466.452786002665,1020,1,1,1661.8112754557974,74,2,6.0,28,19.18875441249763,26.546551264516243,13,Only school lessons,volume,probability,ict,home science
1653,13,M,2,40,193,2,3.154677310307639,536,56,2,9,700,15,1,3,541,510,2,0.0,1256.0327596907032,391,1,1,1171,0,1,9,275,375,2,2,1265.1929112916644,0,1,1,636.5388531826484,1260,1,4,1608.1617995697175,144,1,12.84938256154788,3,25.36441772159796,20.256276670358677,17,Only school lessons,percentages,circle theory,dancing,history
1654,15,F,5,249,159,2,5.0,377,56,2,1,702,129,2,8,968,890,1,2.6890421960697575,1275.659772219027,295,1,9,392,346,1,12,1179,72,2,0,2428.0,0,1,2,2336.092484951728,1163,2,1,271.6344886137615,493,4,56.87179867842386,9,18.05152930206887,30.609895016418033,18,figures,Tessellation,circle theory,ict,health
1655,14,M ,4,92,199,2,2.698692957184735,783,56,2,5,160,308,2,1,705,149,2,0.9182099434139148,585.2007960090226,0,1,11,0,777,2,7,1713,812,2,0,2428.0,0,1,2,1675.0497498498119,99,1,4,263.17115653408837,566,2,21.521741153327874,20,13.180820434945975,9.114936441276567,16,figures,equations,roman numbers,science,none
1656,15,F,2,65,164,2,3.9925507101102955,110,56,2,5,729,259,2,4,151,476,1,0.0,1571.7422180604826,201,1,3,1748,0,2,13,1261,424,2,0,1541.6681585923889,564,1,3,2211.342152206268,0,2,7,1270.521044425287,507,0,37.140158327324926,2,13.686367539181184,11.023086777387423,19,practicing,equations,triangle theory,none,none
1657,15,M ,3,157,233,2,2.9468413332537478,146,56,2,8,838,239,2,5,1710,312,2,1.2486023315696309,1396.0657026405217,0,2,12,1427,698,0,9,1523,588,2,0,1872.8044459441762,0,1,1,1957.1032118390851,0,1,2,627.797362246519,209,2,14.723629455431098,69,9.935404200665968,23.4311453903251,21,practicing,equations,fractions,ict,home science
1658,14,M ,4,158,299,2,4.608762797200075,357,78,2,8,806,15,2,4,1056,564,1,0.0,925.2855240368266,371,2,2,1352,384,1,0,1080,668,2,0,967.1255775033422,0,1,3,1301.115766540624,239,1,0,2012.8382354923697,633,2,33.15258790673329,40,16.70990064984268,19.866576064179668,13,practicing,Tessellation,none,ict,maths
1659,15,M,3,111,89,1,3.080168884352702,110,163,2,4,480,78,2,9,891,445,2,0.3139384453658015,1265.712285479238,0,2,3,856,732,1,7,2142,352,1,2,221.36844531370684,685,1,2,470.37252410281417,234,2,6,2154.80250972216,203,0,60.17400798919389,9,6.485952755181776,23.543630072315004,14,practicing,equations,simultaneous equations,health,PTS
1660,15,F,4,161,102,2,3.4396966952134362,111,56,2,4,357,306,2,6,1177,667,2,0.0,493.43201183567146,651,2,3,817,77,2,7,786,734,2,0,1401.2304367539148,178,0,0,2370.2054242315153,80,2,1,1158.6265850951718,156,3,37.30580327329282,20,8.198800992023596,16.859298256528547,19,Only school lessons,equations,triangles,ict,english
1661,13,M ,4,159,40,2,3.5377785601845955,544,252,2,8,748,115,2,0,803,480,2,0.0,1051.9149993952985,529,1,2,1439,543,2,4,2076,335,2,0,155.12285146140835,0,1,0,2579.553742231902,98,2,6,782.2793031721264,298,3,24.576506366820546,3,18.702079797041584,13.620927836532406,13,figures,Tessellation,simultaneous equations,sinhala,science
1662,15,M,4,277,40,2,3.446840533010013,358,131,2,0,248,122,2,7,484,0,1,0.0,1503.6504185524225,859,0,3,1082,161,1,5,998,72,2,1,845.7090816215837,0,0,0,1769.953338441607,584,1,0,2435.0,195,3,12.369456000469263,78,9.986468546258195,36.03099321614811,16,Only school lessons,equations,simultaneous equations,none,buddhism
1663,14,F,5,40,153,2,3.376770734074019,461,162,2,4,297,384,2,2,370,0,2,0.0,588.4667139981441,17,2,5,639,72,1,10,1564,122,2,0,2428.0,0,1,3,1179.2964084548314,366,2,2,2435.0,333,1,61.08018297315549,42,26.835748296336597,17.990813611914536,16,figures,angles,volume and capacity,english,home science
1664,14,M ,4,78,122,1,3.522391297948405,486,443,2,2,629,110,2,2,436,1100,2,0.0,574.4622795139417,844,2,7,721,0,1,9,1368,858,2,0,1297.752621111279,651,1,2,2639.708546911679,46,2,4,835.5466370046728,323,3,55.323198297399195,37,17.268738162632943,16.32180777161885,16,practicing,decimals,simultaneous equations,none,sinhla
1665,15,M ,4,40,68,1,3.281381444471143,685,346,2,7,231,100,2,7,881,487,2,0.3642772730203128,1520.5710132543875,46,2,2,2036,148,2,6,1441,371,2,0,1710.5212017294975,11,1,0,901.9207160823921,0,2,5,5.349609843322014,0,3,6.0,39,14.563076002440614,9.931734326255592,16,practicing,decimals,roman numbers,none,home science
1666,14,F,3,92,136,2,4.4277950082614765,387,81,2,8,512,258,2,2,1633,0,2,1.329701767845456,1464.9277655875967,616,2,2,526,440,1,4,2024,441,2,2,418.2263814900597,440,1,2,2313.644827175337,939,2,7,2435.0,587,1,22.79672264104645,2,17.201218337393648,10.00084152574171,17,Only school lessons,set theory,triangles,home science,health
1667,14,M,2,165,40,2,2.0,110,132,2,7,160,92,1,7,812,120,1,0.0,1295.7254999275196,0,0,5,1517,441,1,8,927,216,2,1,164.95712679380995,496,1,4,2013.9168044719559,45,2,4,2435.0,177,4,59.81268266343156,Ab ,24.34995210846458,28.032301389305225,13,figures,perimeter,set theory,history,geography
1668,13,F,3,40,40,2,5.0,184,370,2,5,160,325,2,2,815,703,1,0.687858470304759,1135.6110907675047,0,2,8,1156,305,2,8,879,435,2,0,1626.1750197077558,0,0,0,810.1087216015909,0,2,1,1427.1107157947347,274,1,34.858901108433066,78,22.498502167999945,29.440944117326076,21,Only school lessons,equations,volume and capacity,home science,health
1669,15,F,2,194,193,2,3.9056770814837467,460,56,2,10,436,119,2,2,709,0,2,0.0,1072.369146065713,31,2,7,1882,0,1,10,2290,454,2,0,2428.0,624,1,1,1143.1154698374162,452,0,0,2025.9247259898866,368,4,48.57673995567813,6,22.65655762264116,14.75969235101346,21,Only school lessons,set theory,percentages,sinala,history
1670,15,M,2,149,145,2,4.1731101161756685,307,113,1,6,705,435,2,0,459,1036,2,0.0,1367.939468699588,530,1,1,2036,93,0,9,1570,321,2,0,1422.5130733881247,0,1,3,1788.4316812059858,103,2,7,1074.7604134650878,157,2,55.86695991993222,5,17.194293851960307,15.564339753660827,16,Only school lessons,angles,fractions,sinhala,science
1671,15,F,2,140,174,2,2.0,110,358,2,9,397,209,2,1,752,183,2,0.1788151609166206,302.3418137664074,621,2,7,1297,236,1,5,2231,654,2,0,2056.9599098200147,217,0,1,2099.728013567905,707,2,8,360.19903200751696,410,3,24.540329712619467,Ab ,20.679361387509434,22.315255407743358,16,Only school lessons,set theory,roman numbers,history,tamil
1672,13,F,4,173,221,2,3.488352907808033,110,56,2,4,208,15,2,4,366,254,2,0.0,1105.1490052078912,0,1,5,2036,224,2,11,1467,369,2,0,2428.0,352,1,4,2280.378440710516,651,1,2,2435.0,593,1,57.673392569023875,69,24.264403298194342,25.665206405123634,17,Only school lessons,equations,circle theory,history,geography
1673,14,M,2,218,151,2,3.018382915187943,398,248,2,5,441,15,2,6,652,239,2,0.05058995941902361,2143.2324943151148,620,2,3,569,277,1,13,1521,214,2,3,872.4217793637913,165,0,0,953.5534306755974,763,1,3,1526.4371550231735,75,3,44.30583387629663,10,15.067420624572158,13.0133862751587,15,figures,fractions,triangles,science,home science
1674,14,M,5,160,128,2,4.155640440441878,415,195,2,11,349,290,2,2,1053,971,1,0.0,1382.900916528677,769,0,12,941,404,1,7,1346,504,2,1,2016.0871794062302,319,1,2,680.7005807380181,637,1,4,2435.0,133,1,34.02342994332491,7,27.625126307241644,37.0,19,Only school lessons,volume,probability,health,none
1675,15,M,3,229,177,2,3.371261894205415,381,77,2,2,247,173,2,9,643,936,2,0.7462861463174226,1120.358135157609,692,2,2,1206,426,2,9,1082,391,1,1,505.7339023561449,539,0,0,2457.5022453051033,115,2,4,1349.7049918664557,0,1,35.330122238985034,18,12.650061841304648,10.293507284072271,10,Only school lessons,equations,triangles,science,english
1676,14,F,2,46,298,2,4.260094230532466,546,276,2,9,426,16,2,2,81,0,2,0.4397858353993546,857.4172052089128,228,2,7,1821,0,1,12,2431,413,2,2,2428.0,236,0,0,2568.7025465891757,69,2,0,297.40206748544983,119,3,16.972650042473873,37,17.78242807059988,13.606545455073723,13,figures,angles,fractions,buddhism,english
1677,15,M,4,142,40,2,3.8248210675796988,193,281,2,8,507,346,1,5,1557,0,2,0.10730005704048656,1989.6540970107394,812,2,0,419,136,1,10,644,72,2,2,2428.0,220,1,1,2725.0,415,2,6,359.1105167465646,360,2,45.529618915728086,5,19.64406656156713,12.130330772485024,17,Only school lessons,probability,set theory,sinala,PTS
1678,14,F,3,46,178,1,3.550404787172215,328,173,2,7,433,123,2,4,637,917,2,0.0,720.5353756957727,0,2,2,1576,432,1,9,1990,207,2,0,766.9600874149025,167,0,0,1524.6365019054751,748,2,6,744.0866299697258,188,2,29.29807979210005,10,17.05960903371785,19.0771087853348,18,figures,decimals,area,maths,maths
1679,14,M ,4,194,103,2,3.121077438927465,313,267,2,1,691,153,2,7,1529,614,2,0.9807243924911275,1357.0777961323174,7,2,0,778,191,1,0,1387,731,2,4,1801.803353412953,0,1,0,1014.0405760729598,245,1,0,148.93849854793325,293,0,28.36804246619606,8,14.416920792883062,10.25925573726422,18,figures,equations,volume and capacity,health,health
1680,13,F,2,198,128,2,3.016290660533099,511,436,2,9,373,15,2,0,919,80,2,0.6452827253937783,1663.8007546438337,121,1,0,1649,68,2,4,1320,230,2,1,945.7762246354175,407,1,4,1409.9274941132971,0,2,6,1472.37490291453,407,0,29.96674967818386,9,18.8276966479702,19.209868871972517,17,Only school lessons,equations,area,none,buddhism
1681,14,F,5,234,96,2,2.4578582163168408,144,258,2,4,682,140,2,3,720,395,2,1.348672822677626,1991.1873918731512,877,2,3,835,294,2,5,953,251,2,1,892.6521198042817,22,1,1,1994.9674933495314,570,1,2,2435.0,0,3,38.70629853311555,69,13.022159374344554,30.342117384886784,14,practicing,fractions,geometry,history,buddhism
1682,14,M,4,40,193,2,5.0,480,258,2,0,724,216,1,3,970,0,2,1.5255409267921978,2210.0,0,1,3,749,494,2,4,2071,134,2,0,348.2658855419842,41,0,1,540.0814315733735,593,2,9,1781.4432442190096,0,3,43.83415809675912,25,16.188468325078517,21.384069514752014,10,figures,angles,volume and capacity,sinala,buddhism
1683,14,F,4,268,143,1,5.0,228,190,2,2,160,160,2,10,661,149,2,0.0,399.70495203968835,235,2,4,1459,350,1,6,1874,72,2,1,0.0,469,1,1,2164.4862948171876,16,2,5,2435.0,155,1,11.00685341052683,10,10.83351404028592,22.093399241449042,17,practicing,set theory,roman numbers,sinala,english
1684,14,F,5,126,98,2,4.354016749196611,250,225,2,8,684,255,2,9,669,848,2,2.1396548347958997,867.8594453802656,228,1,10,1135,404,2,13,1628,600,2,0,0.0,263,0,0,1938.671309052552,0,1,4,2435.0,179,0,22.063187546786004,37,4.692785467174861,22.60134126973869,17,Only school lessons,perimeter,percentages,buddhism,english
1685,14,F,3,125,110,2,4.748289734745641,192,265,2,7,293,84,2,7,947,94,1,0.639485904684826,1340.1939857297791,96,1,6,818,106,2,13,1532,72,1,2,2318.4138697969743,224,0,1,1327.4827394537513,328,2,2,1115.3749369116385,312,4,34.11590123268599,Ab ,28.5,18.118246343724213,16,Only school lessons,area,circle theory,none,maths
1686,15,M ,2,135,40,2,3.937090266611072,110,328,2,2,571,184,1,2,1062,205,2,1.0939960095066579,1268.6824227114514,205,1,0,1168,200,2,1,2390,499,2,0,1320.1897126045267,144,1,2,2219.564704596188,389,1,2,2435.0,233,0,51.93795580904333,25,16.064835244743314,23.18497549019594,13,Only school lessons,volume,volume and capacity,health,home science
1687,14,M ,4,238,40,2,4.9504860555464,208,56,2,9,386,15,2,5,829,0,2,1.2479136517177625,1792.8724364085017,122,2,6,2036,441,0,6,1915,515,2,0,376.3457900473479,100,1,0,1138.206443625448,0,1,2,1488.6288250798532,478,1,13.856301750571149,15,28.5,21.59960832047665,20,practicing,set theory,geometry,civics,science
1688,14,M ,4,224,248,2,2.5616144443289097,110,134,2,7,350,131,2,1,207,183,2,0.7230039892206533,565.3975772776282,0,1,11,2036,0,1,2,1153,586,2,0,1224.4960612653413,594,1,0,1997.7424890840548,411,2,3,1073.55606974975,300,3,42.61526676879513,18,17.663460328282483,15.032965341215665,21,figures,set theory,probability,ict,PTS
1689,14,M ,3,120,123,2,3.9758414718941517,578,201,2,5,367,445,1,3,801,890,2,0.03428627086910008,1432.5386355295423,624,1,4,1903,184,2,13,1622,146,2,1,111.45410403453252,69,1,3,1018.2269840740481,0,2,6,1714.789058949783,333,0,44.093545127213524,37,16.64795912915523,26.904436398758293,19,practicing,fractions,triangle theory,none,health
1690,15,M ,3,253,118,2,2.9259969726437163,110,56,2,7,416,15,2,0,1397,0,1,0.10720910147511883,2210.0,540,1,5,981,217,2,7,1325,72,2,0,510.5600267124289,616,1,1,1929.93421069633,972,1,4,470.01025171562856,0,2,9.891934628001295,15,28.5,17.574914400731135,18,practicing,set theory,simultaneous equations,sinhala,health
